doctor_name,speciality,area,latitude,longitude,fees,rating,contact,address,availability_text,availability_flag
Dr Neeraj Sood,pediatrics,krishna nagar,28.66815,77.272426,800.0,4.4,+91-982623037,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harleen Kaur,pediatrics,krishna nagar,28.631135,77.293188,400.0,3.8,+91-993808166,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sameer Khanna,pediatrics,krishna nagar,28.633405,77.271233,400.0,4.5,+91-933452671,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritika Goel,pediatrics,krishna nagar,28.643084,77.290722,500.0,4.1,+91-985398962,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Tandon,pediatrics,krishna nagar,28.644286,77.292203,1200.0,4.7,+91-942121710,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Batra,pediatrics,krishna nagar,28.66773,77.308392,500.0,4.0,+91-947925838,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Isha Malhotra,pediatrics,krishna nagar,28.674301,77.29408,300.0,4.2,+91-954839535,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Pillai,pediatrics,krishna nagar,28.663253,77.291625,300.0,4.2,+91-971131934,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Saini,pediatrics,krishna nagar,28.626335,77.306,400.0,4.0,+91-993338259,"Paediatrics Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Sood,pediatrics,rohini,28.708003,77.105962,1200.0,4.8,+91-940402914,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Bhatia,pediatrics,rohini,28.739951,77.099691,1200.0,4.7,+91-977215613,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Rao,pediatrics,rohini,28.713421,77.104523,500.0,4.6,+91-913881115,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Asha Nair,pediatrics,rohini,28.7331,77.088771,400.0,3.8,+91-930054788,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Puneet Malik,pediatrics,rohini,28.701788,77.090883,1200.0,3.8,+91-954438017,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepa Sharma,pediatrics,rohini,28.740832,77.106336,400.0,4.5,+91-913961242,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Kaur,pediatrics,rohini,28.738902,77.09375,300.0,4.8,+91-942863821,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Kapoor,pediatrics,rohini,28.72509,77.091772,500.0,4.5,+91-928546717,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Praveen Mehra,pediatrics,rohini,28.719704,77.101403,500.0,4.7,+91-904768001,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ankita Verma,pediatrics,rohini,28.731282,77.117984,300.0,3.9,+91-995577241,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Abhishek Roy,pediatrics,rohini,28.7035,77.095195,400.0,4.7,+91-940493753,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Madhuri Singh,pediatrics,rohini,28.726482,77.118958,1000.0,4.3,+91-964619121,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kavya Anand,pediatrics,rohini,28.736054,77.093129,600.0,4.3,+91-947308745,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sachin Goyal,pediatrics,rohini,28.722331,77.132296,1200.0,4.8,+91-982286417,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Menon,pediatrics,rohini,28.744717,77.108766,600.0,3.9,+91-942687980,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harpreet Singh,pediatrics,rohini,28.721782,77.130336,1200.0,4.4,+91-904721492,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Kumar,pediatrics,rohini,28.711068,77.108846,1200.0,3.8,+91-911172164,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Namita Pillai,pediatrics,rohini,28.70488,77.130806,600.0,4.3,+91-957958130,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ishan Mehta,pediatrics,rohini,28.746854,77.101119,600.0,4.2,+91-948411545,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meera Kapoor,pediatrics,rohini,28.725329,77.117167,800.0,4.3,+91-903128418,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Verma,pediatrics,rohini,28.702123,77.090478,1200.0,4.5,+91-976909815,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kiran Joshi,pediatrics,rohini,28.731375,77.095144,400.0,3.8,+91-969921332,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Sen,pediatrics,rohini,28.728517,77.129104,800.0,4.6,+91-959343046,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Monika Bhatt,pediatrics,rohini,28.731736,77.091184,600.0,4.5,+91-934733207,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sujata Rao,pediatrics,rohini,28.742463,77.125061,400.0,4.0,+91-957538925,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Kulkarni,pediatrics,rohini,28.711274,77.119143,1000.0,4.7,+91-907027407,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Trisha Bhat,pediatrics,rohini,28.723167,77.107253,800.0,3.8,+91-909339977,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Dilip Verma,pediatrics,rohini,28.738589,77.126646,1000.0,4.1,+91-948919164,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Prakash,pediatrics,rohini,28.706994,77.110702,300.0,4.9,+91-977907151,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yashwant Sharma,pediatrics,rohini,28.716402,77.088377,400.0,4.5,+91-956439408,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Kumar,pediatrics,rohini,28.698306,77.122715,500.0,4.3,+91-977655421,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhawna Joshi,pediatrics,rohini,28.720649,77.121804,400.0,4.0,+91-965303134,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritika Saini,pediatrics,rohini,28.747218,77.126045,300.0,4.9,+91-919821567,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manoj Kumar,pediatrics,rohini,28.731285,77.124135,500.0,4.6,+91-949105043,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunil Batra,pediatrics,rohini,28.739402,77.091401,1200.0,4.2,+91-983497856,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Rao,pediatrics,rohini,28.713346,77.109313,500.0,3.8,+91-934724592,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kushal Mehta,pediatrics,rohini,28.713821,77.134716,1000.0,4.4,+91-950369414,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Varma,pediatrics,rohini,28.714989,77.127262,800.0,4.6,+91-925331917,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Chopra,pediatrics,rohini,28.698099,77.085391,800.0,4.3,+91-981613227,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Garg,pediatrics,rohini,28.722076,77.103419,800.0,4.5,+91-944302895,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Alok Saxena,pediatrics,rohini,28.699113,77.095968,800.0,3.8,+91-935665402,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rachit Goel,pediatrics,rohini,28.741561,77.090914,600.0,4.3,+91-960023349,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ira Malhotra,pediatrics,rohini,28.710471,77.087051,400.0,3.9,+91-932917456,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nikhil Suri,pediatrics,rohini,28.705692,77.117336,1000.0,4.6,+91-957522720,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Ahuja,pediatrics,rohini,28.70212,77.089291,600.0,4.6,+91-928687969,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meenal Khanna,pediatrics,rohini,28.709924,77.106029,600.0,4.7,+91-946293202,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gaurav Bansal,pediatrics,rohini,28.7307,77.121966,1000.0,4.4,+91-955796723,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pooja Arora,pediatrics,rohini,28.715869,77.097198,500.0,4.3,+91-964539876,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Siddhant Jain,pediatrics,rohini,28.702913,77.11937,600.0,3.8,+91-983908889,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Charu Bhatia,pediatrics,rohini,28.716378,77.101173,400.0,3.9,+91-965226303,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ananya Mishra,pediatrics,rohini,28.708015,77.10734,1200.0,3.9,+91-919513448,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Arora,pediatrics,rohini,28.732518,77.091682,800.0,4.4,+91-914178246,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Payal Verma,pediatrics,rohini,28.747751,77.109785,600.0,4.0,+91-944612865,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohit Jain,pediatrics,rohini,28.732669,77.109442,400.0,4.1,+91-919628617,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tanvi Goyal,pediatrics,rohini,28.70624,77.134764,300.0,4.5,+91-995052823,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurav Kapur,pediatrics,rohini,28.712314,77.110271,500.0,4.1,+91-976125166,"Paediatrics Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajeev Sharma,pediatrics,shahdara,28.701907,77.274824,1000.0,4.5,+91-927282932,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Megha Khanna,pediatrics,shahdara,28.688772,77.29628,1000.0,4.6,+91-928166208,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Verma,pediatrics,shahdara,28.684293,77.303034,400.0,4.0,+91-933164575,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Jain,pediatrics,shahdara,28.674929,77.30701,400.0,4.4,+91-950307574,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Prasad,pediatrics,shahdara,28.691902,77.301618,800.0,4.6,+91-970999713,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nisha Kapoor,pediatrics,shahdara,28.664712,77.284123,300.0,3.8,+91-933684190,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vimal Shah,pediatrics,shahdara,28.684305,77.29571,800.0,4.5,+91-939016836,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Bansal,pediatrics,shahdara,28.691566,77.267848,400.0,4.5,+91-967028337,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gita Sharma,pediatrics,shahdara,28.694061,77.272667,600.0,4.4,+91-923285663,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurabh Malhotra,pediatrics,shahdara,28.704724,77.28845,300.0,4.3,+91-949113437,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rekha Singh,pediatrics,shahdara,28.708192,77.29267,400.0,4.3,+91-908845229,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Suneel Gupta,pediatrics,shahdara,28.666452,77.275609,500.0,4.9,+91-991526415,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shweta Rao,pediatrics,shahdara,28.664807,77.277051,1000.0,4.6,+91-926665987,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Roy,pediatrics,shahdara,28.662645,77.280756,800.0,4.0,+91-959465736,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Preeti Verma,pediatrics,shahdara,28.664672,77.291463,1000.0,4.1,+91-965306113,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kamal Sharma,pediatrics,shahdara,28.684614,77.311262,800.0,4.6,+91-900377442,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Joshi,pediatrics,shahdara,28.703402,77.313983,500.0,3.9,+91-969906422,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nandita Rao,pediatrics,shahdara,28.682819,77.285932,400.0,4.3,+91-901142146,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashok Mehra,pediatrics,shahdara,28.690223,77.281261,400.0,4.7,+91-939308667,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonia Kapoor,pediatrics,shahdara,28.682205,77.307938,400.0,4.5,+91-956466960,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Sehgal,pediatrics,shahdara,28.665315,77.26958,400.0,4.6,+91-980805854,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepika Sharma,pediatrics,shahdara,28.678659,77.27157,400.0,4.6,+91-963534338,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Malhotra,pediatrics,shahdara,28.67019,77.30512,1000.0,4.1,+91-936058744,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arpita Verma,pediatrics,shahdara,28.686968,77.299655,600.0,4.0,+91-998422588,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prakash Nair,pediatrics,shahdara,28.688954,77.27579,800.0,3.8,+91-979281570,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajiv Khanna,pediatrics,shahdara,28.662153,77.30791,800.0,4.9,+91-968983208,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Uma Patel,pediatrics,shahdara,28.693769,77.284989,600.0,4.8,+91-912885987,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mansi Gupta,pediatrics,shahdara,28.66002,77.310749,300.0,4.3,+91-932906526,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Hardik Shah,pediatrics,shahdara,28.691575,77.312174,500.0,4.5,+91-919656204,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shyam Lal,pediatrics,shahdara,28.708647,77.269698,600.0,4.6,+91-950111993,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Devika Singh,pediatrics,shahdara,28.693419,77.267503,1000.0,4.9,+91-943741366,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nitin Kumar,pediatrics,shahdara,28.681134,77.274645,300.0,4.2,+91-909955767,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shilpa Verma,pediatrics,shahdara,28.708754,77.272235,1000.0,4.6,+91-918104965,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pradeep Saini,pediatrics,shahdara,28.70247,77.310013,400.0,3.9,+91-934397259,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anju Mehta,pediatrics,shahdara,28.703364,77.280452,800.0,4.9,+91-999843051,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yogesh Nair,pediatrics,shahdara,28.692642,77.264842,1000.0,4.1,+91-922274175,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tarun Verma,pediatrics,shahdara,28.704944,77.279333,600.0,4.2,+91-960061977,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Kapoor,pediatrics,shahdara,28.695275,77.30787,400.0,4.5,+91-938933815,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhavna Patel,pediatrics,shahdara,28.664637,77.277795,500.0,4.5,+91-934999506,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Bhatia,pediatrics,shahdara,28.687248,77.277396,300.0,4.3,+91-997148159,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Saini,pediatrics,shahdara,28.675474,77.270016,500.0,4.9,+91-925659481,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Chhabra,pediatrics,shahdara,28.695891,77.289927,600.0,3.9,+91-939783912,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Jain,pediatrics,shahdara,28.693497,77.282517,1000.0,3.9,+91-963662510,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pankaj Tiwari,pediatrics,shahdara,28.65967,77.268606,600.0,4.6,+91-994806503,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Renu Arora,pediatrics,shahdara,28.681404,77.30715,800.0,4.4,+91-987906543,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Alpesh Shah,pediatrics,shahdara,28.688853,77.294686,1000.0,4.4,+91-921818199,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunaina Goyal,pediatrics,shahdara,28.683881,77.290049,500.0,4.1,+91-969872548,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rakesh Malhotra,pediatrics,shahdara,28.678975,77.297119,500.0,4.4,+91-942818818,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kritika Verma,pediatrics,shahdara,28.671713,77.284192,1000.0,4.6,+91-996262715,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ajay Saxena,pediatrics,shahdara,28.693393,77.26764,1200.0,4.3,+91-921838658,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manju Gupta,pediatrics,shahdara,28.664834,77.271775,800.0,4.1,+91-939037012,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ishaan Kohli,pediatrics,shahdara,28.673673,77.294963,500.0,4.6,+91-918714158,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Aggarwal,pediatrics,shahdara,28.687767,77.286871,600.0,4.4,+91-938965708,"Paediatrics Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
